Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,Analysis Neighborhoods
211103293,E02,21047642,Gas Leak (Natural and LP Gases),04/20/2021,04/20/2021,04/20/2021 09:02:31 PM,04/20/2021 09:03:34 PM,04/20/2021 09:03:52 PM,04/20/2021 09:05:31 PM,04/20/2021 09:06:37 PM,,,Fire,04/20/2021 09:18:48 PM,1000 Block of JACKSON ST,San Francisco,94108,B01,02,1443,3,3,3,true,Alarm,1,ENGINE,2,1,3,Nob Hill,211103293-E02,POINT (-122.41210374614427 37.79528093270055),21
211103288,QRV1,21047641,Medical Incident,04/20/2021,04/20/2021,04/20/2021 09:01:11 PM,04/20/2021 09:01:54 PM,04/20/2021 09:02:22 PM,04/20/2021 09:03:12 PM,04/20/2021 09:10:03 PM,,,No Merit,04/20/2021 09:25:38 PM,300 Block of CLEMENTINA ST,San Francisco,94103,B03,01,2215,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,3,6,South of Market,211103288-QRV1,POINT (-122.40232147637953 37.782038714617414),34
211103288,64,21047641,Medical Incident,04/20/2021,04/20/2021,04/20/2021 09:01:11 PM,04/20/2021 09:01:54 PM,04/20/2021 09:02:22 PM,04/20/2021 09:02:26 PM,04/20/2021 09:14:24 PM,,,No Merit,04/20/2021 09:24:43 PM,300 Block of CLEMENTINA ST,San Francisco,94103,B03,01,2215,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,211103288-64,POINT (-122.40232147637953 37.782038714617414),34
211103284,E15,21047640,Medical Incident,04/20/2021,04/20/2021,04/20/2021 09:00:06 PM,04/20/2021 09:00:53 PM,04/20/2021 09:01:00 PM,04/20/2021 09:02:25 PM,04/20/2021 09:04:27 PM,,,Code 3 Transport,04/20/2021 09:19:42 PM,1000 Block of CAPITOL AVE,San Francisco,94112,B09,15,8464,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,211103284-E15,POINT (-122.45927047276692 37.72093067262399),24
211103284,60,21047640,Medical Incident,04/20/2021,04/20/2021,04/20/2021 09:00:06 PM,04/20/2021 09:00:53 PM,04/20/2021 09:01:00 PM,04/20/2021 09:01:06 PM,04/20/2021 09:05:31 PM,04/20/2021 09:20:28 PM,04/20/2021 09:29:06 PM,Code 3 Transport,04/20/2021 10:17:13 PM,1000 Block of CAPITOL AVE,San Francisco,94112,B09,15,8464,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Oceanview/Merced/Ingleside,211103284-60,POINT (-122.45927047276692 37.72093067262399),24
211103273,86,21047638,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:52:54 PM,04/20/2021 08:55:03 PM,04/20/2021 08:55:10 PM,04/20/2021 08:55:35 PM,04/20/2021 09:01:17 PM,04/20/2021 09:09:18 PM,04/20/2021 09:21:31 PM,Code 2 Transport,04/20/2021 09:51:50 PM,100 Block of MINNA ST,San Francisco,94105,B03,01,2157,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Financial District/South Beach,211103273-86,POINT (-122.39966382518864 37.78733396925198),8
211103255,77,21047637,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:43:19 PM,04/20/2021 08:46:49 PM,04/20/2021 08:47:04 PM,04/20/2021 08:47:09 PM,04/20/2021 09:00:06 PM,04/20/2021 09:17:58 PM,04/20/2021 09:24:03 PM,Code 2 Transport,04/20/2021 09:56:45 PM,900 Block of STEINER ST,San Francisco,94117,B05,05,3626,2,2,2,true,Non Life-threatening,1,MEDIC,1,5.0,5,Western Addition,211103255-77,POINT (-122.43331303662745 37.77795642106344),39
211103243,54,21047636,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:38:00 PM,04/20/2021 08:38:48 PM,04/20/2021 08:38:57 PM,04/20/2021 08:39:01 PM,04/20/2021 08:40:16 PM,,,Medical Examiner,04/20/2021 10:33:33 PM,1300 Block of PINE ST,San Francisco,94109,B04,41,1562,E,E,3,true,Potentially Life-Threatening,1,MEDIC,1,4,3,Nob Hill,211103243-54,POINT (-122.4180124227831 37.78988335136768),21
211103243,E41,21047636,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:38:00 PM,04/20/2021 08:38:48 PM,04/20/2021 08:38:57 PM,04/20/2021 08:39:37 PM,04/20/2021 08:41:32 PM,,,Medical Examiner,04/20/2021 09:16:26 PM,1300 Block of PINE ST,San Francisco,94109,B04,41,1562,E,E,3,false,Potentially Life-Threatening,1,ENGINE,2,4,3,Nob Hill,211103243-E41,POINT (-122.4180124227831 37.78988335136768),21
211103243,RC1,21047636,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:38:00 PM,04/20/2021 08:38:48 PM,04/20/2021 08:38:57 PM,04/20/2021 08:40:29 PM,04/20/2021 08:46:21 PM,,,Medical Examiner,04/20/2021 09:46:49 PM,1300 Block of PINE ST,San Francisco,94109,B04,41,1562,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,4,3,Nob Hill,211103243-RC1,POINT (-122.4180124227831 37.78988335136768),21
211103238,KM13,21047635,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:36:06 PM,04/20/2021 08:36:06 PM,04/20/2021 08:36:35 PM,04/20/2021 08:37:00 PM,04/20/2021 08:45:44 PM,04/20/2021 09:00:53 PM,04/20/2021 09:19:09 PM,Code 2 Transport,04/20/2021 09:49:06 PM,1500 Block of LOMBARD ST,San Francisco,94123,B04,16,3244,A,2,2,false,Non Life-threatening,1,PRIVATE,1,4,2,Marina,211103238-KM13,POINT (-122.42697909414665 37.80087469233612),13
211103236,AM116,21047634,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:34:24 PM,04/20/2021 08:35:43 PM,04/20/2021 08:36:03 PM,04/20/2021 08:36:28 PM,04/20/2021 08:39:24 PM,04/20/2021 08:56:21 PM,04/20/2021 09:02:28 PM,Code 2 Transport,04/20/2021 09:36:53 PM,300 Block of HYDE ST,San Francisco,94109,B02,03,1555,3,2,2,false,Non Life-threatening,1,PRIVATE,1,2,6,Tenderloin,211103236-AM116,POINT (-122.41604546565515 37.78397351430212),36
211103236,QRV1,21047634,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:34:24 PM,04/20/2021 08:35:43 PM,04/20/2021 08:36:03 PM,04/20/2021 08:36:08 PM,04/20/2021 08:39:28 PM,,,Code 2 Transport,04/20/2021 08:57:35 PM,300 Block of HYDE ST,San Francisco,94109,B02,03,1555,3,2,2,true,Non Life-threatening,1,SUPPORT,2,2,6,Tenderloin,211103236-QRV1,POINT (-122.41604546565515 37.78397351430212),36
211103231,E09,21047632,Outside Fire,04/20/2021,04/20/2021,04/20/2021 08:32:03 PM,04/20/2021 08:33:45 PM,04/20/2021 08:34:16 PM,04/20/2021 08:35:27 PM,04/20/2021 08:38:28 PM,,,Fire,04/20/2021 09:05:46 PM,CESAR CHAVEZ ST/POTRERO AV,San Francisco,94110,B10,09,2626,3,3,3,true,Fire,1,ENGINE,1,10.0,9,Bernal Heights,211103231-E09,POINT (-122.40500734373666 37.749005572081494),2
211103227,87,21047631,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:27:35 PM,04/20/2021 08:31:24 PM,04/20/2021 08:31:41 PM,04/20/2021 08:31:45 PM,04/20/2021 08:48:46 PM,04/20/2021 09:09:20 PM,04/20/2021 09:14:52 PM,Code 2 Transport,04/20/2021 10:12:02 PM,0 Block of ANNAPOLIS TER,San Francisco,94118,B05,21,4564,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,1,Lone Mountain/USF,211103227-87,POINT (-122.44796826189496 37.77801480826065),18
211103222,RS2,21047630,Other,04/20/2021,04/20/2021,04/20/2021 08:28:32 PM,04/20/2021 08:30:16 PM,04/20/2021 09:13:06 PM,04/20/2021 09:13:26 PM,04/20/2021 09:23:19 PM,,,Fire,04/20/2021 09:36:43 PM,200 Block of JERSEY ST,San Francisco,94114,B06,11,5537,3,3,3,false,Alarm,1,RESCUE SQUAD,3,6,8,Noe Valley,211103222-RS2,POINT (-122.43068003187282 37.75064041751263),22
211103222,T11,21047630,Other,04/20/2021,04/20/2021,04/20/2021 08:28:32 PM,04/20/2021 08:30:16 PM,04/20/2021 08:52:21 PM,04/20/2021 08:52:21 PM,04/20/2021 08:54:57 PM,,,Fire,04/20/2021 09:38:01 PM,200 Block of JERSEY ST,San Francisco,94114,B06,11,5537,3,3,3,false,Alarm,1,TRUCK,2,6,8,Noe Valley,211103222-T11,POINT (-122.43068003187282 37.75064041751263),22
211103219,52,21047629,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:27:48 PM,04/20/2021 08:29:08 PM,04/20/2021 08:29:47 PM,04/20/2021 08:29:59 PM,04/20/2021 08:41:51 PM,04/20/2021 09:12:08 PM,04/20/2021 09:26:21 PM,Code 2 Transport,04/20/2021 10:13:38 PM,100 Block of LOMITA AVE,San Francisco,94122,B08,22,7372,2,3,3,true,Non Life-threatening,1,MEDIC,1,8,7,Inner Sunset,211103219-52,POINT (-122.47300033890104 37.757545355536216),14
211103219,E22,21047629,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:27:48 PM,04/20/2021 08:29:08 PM,04/20/2021 08:38:30 PM,04/20/2021 08:39:49 PM,04/20/2021 08:42:51 PM,,,Code 2 Transport,04/20/2021 08:47:33 PM,100 Block of LOMITA AVE,San Francisco,94122,B08,22,7372,2,3,3,false,Non Life-threatening,1,ENGINE,2,8,7,Inner Sunset,211103219-E22,POINT (-122.47300033890104 37.757545355536216),14
211103199,QRV1,21047627,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:21:58 PM,04/20/2021 08:23:20 PM,04/20/2021 08:23:32 PM,04/20/2021 08:23:44 PM,04/20/2021 08:27:09 PM,,,Code 2 Transport,04/20/2021 08:30:37 PM,600 Block of ELLIS ST,San Francisco,94109,B02,03,1555,3,2,2,true,Non Life-threatening,1,SUPPORT,1,2,6,Tenderloin,211103199-QRV1,POINT (-122.41690045984917 37.784396493092686),36
211103199,KM12,21047627,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:21:58 PM,04/20/2021 08:23:20 PM,04/20/2021 08:23:32 PM,04/20/2021 08:27:39 PM,04/20/2021 08:28:22 PM,04/20/2021 08:40:05 PM,04/20/2021 08:50:00 PM,Code 2 Transport,04/20/2021 09:22:34 PM,600 Block of ELLIS ST,San Francisco,94109,B02,03,1555,3,2,2,false,Non Life-threatening,1,PRIVATE,2,2,6,Tenderloin,211103199-KM12,POINT (-122.41690045984917 37.784396493092686),36
211103178,RC3,21047626,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 08:17:37 PM,04/20/2021 08:17:37 PM,04/20/2021 08:18:10 PM,04/20/2021 08:18:57 PM,,,,Code 2 Transport,04/20/2021 08:23:15 PM,INGALLS ST/ROSIE LEE LN,San Francisco,94124,B10,17,6626,A,3,3,true,Non Life-threatening,1,RESCUE CAPTAIN,6,10,10,Bayview Hunters Point,211103178-RC3,POINT (-122.37934710987733 37.73167941096414),1
211103178,88,21047626,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 08:17:37 PM,04/20/2021 08:17:37 PM,04/20/2021 08:18:10 PM,04/20/2021 08:19:03 PM,,,,Code 2 Transport,04/20/2021 08:24:11 PM,INGALLS ST/ROSIE LEE LN,San Francisco,94124,B10,17,6626,A,3,3,true,Non Life-threatening,1,MEDIC,5,10,10,Bayview Hunters Point,211103178-88,POINT (-122.37934710987733 37.73167941096414),1
211103178,RS2,21047626,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 08:17:37 PM,04/20/2021 08:17:37 PM,04/20/2021 08:18:10 PM,04/20/2021 08:19:26 PM,,,,Code 2 Transport,04/20/2021 08:22:28 PM,INGALLS ST/ROSIE LEE LN,San Francisco,94124,B10,17,6626,A,3,3,false,Non Life-threatening,1,RESCUE SQUAD,7,10,10,Bayview Hunters Point,211103178-RS2,POINT (-122.37934710987733 37.73167941096414),1
211103178,E17,21047626,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 08:17:37 PM,04/20/2021 08:17:37 PM,04/20/2021 08:18:10 PM,04/20/2021 08:19:21 PM,04/20/2021 08:21:19 PM,,,Code 2 Transport,04/20/2021 08:42:35 PM,INGALLS ST/ROSIE LEE LN,San Francisco,94124,B10,17,6626,A,3,3,true,Non Life-threatening,1,ENGINE,1,10,10,Bayview Hunters Point,211103178-E17,POINT (-122.37934710987733 37.73167941096414),1
211103178,73,21047626,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 08:17:37 PM,04/20/2021 08:17:37 PM,04/20/2021 08:18:10 PM,04/20/2021 08:20:23 PM,04/20/2021 08:29:23 PM,04/20/2021 08:51:13 PM,04/20/2021 09:05:30 PM,Code 2 Transport,04/20/2021 09:46:31 PM,INGALLS ST/ROSIE LEE LN,San Francisco,94124,B10,17,6626,A,3,3,true,Non Life-threatening,1,MEDIC,4,10,10,Bayview Hunters Point,211103178-73,POINT (-122.37934710987733 37.73167941096414),1
211103178,B10,21047626,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 08:17:37 PM,04/20/2021 08:17:37 PM,04/20/2021 08:18:10 PM,04/20/2021 08:20:00 PM,04/20/2021 08:22:24 PM,,,Code 2 Transport,04/20/2021 08:23:00 PM,INGALLS ST/ROSIE LEE LN,San Francisco,94124,B10,17,6626,A,3,3,false,Non Life-threatening,1,CHIEF,2,10,10,Bayview Hunters Point,211103178-B10,POINT (-122.37934710987733 37.73167941096414),1
211103178,T17,21047626,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 08:17:37 PM,04/20/2021 08:17:37 PM,04/20/2021 08:18:10 PM,04/20/2021 08:19:44 PM,04/20/2021 08:23:30 PM,,,Code 2 Transport,04/20/2021 08:34:31 PM,INGALLS ST/ROSIE LEE LN,San Francisco,94124,B10,17,6626,A,3,3,false,Non Life-threatening,1,TRUCK,3,10,10,Bayview Hunters Point,211103178-T17,POINT (-122.37934710987733 37.73167941096414),1
211103172,83,21047625,Structure Fire,04/20/2021,04/20/2021,04/20/2021 08:11:11 PM,04/20/2021 08:13:36 PM,04/20/2021 08:13:46 PM,04/20/2021 08:14:12 PM,04/20/2021 08:18:45 PM,,,Fire,04/20/2021 08:23:19 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,true,Alarm,1,MEDIC,7,3,6,South of Market,211103172-83,POINT (-122.40977382525976 37.78005250308135),34
211103172,D3,21047625,Structure Fire,04/20/2021,04/20/2021,04/20/2021 08:11:11 PM,04/20/2021 08:13:36 PM,04/20/2021 08:13:46 PM,04/20/2021 08:14:35 PM,04/20/2021 08:19:10 PM,,,Fire,04/20/2021 08:39:21 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,false,Alarm,1,CHIEF,8,3,6,South of Market,211103172-D3,POINT (-122.40977382525976 37.78005250308135),34
211103172,E36,21047625,Structure Fire,04/20/2021,04/20/2021,04/20/2021 08:11:11 PM,04/20/2021 08:13:36 PM,04/20/2021 08:13:46 PM,04/20/2021 08:16:47 PM,04/20/2021 08:16:47 PM,,,Fire,04/20/2021 08:24:14 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,true,Alarm,1,ENGINE,4,3,6,South of Market,211103172-E36,POINT (-122.40977382525976 37.78005250308135),34
211103172,T08,21047625,Structure Fire,04/20/2021,04/20/2021,04/20/2021 08:11:11 PM,04/20/2021 08:13:36 PM,04/20/2021 08:13:46 PM,04/20/2021 08:14:41 PM,,,,Fire,04/20/2021 08:31:13 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,false,Alarm,1,TRUCK,9,3,6,South of Market,211103172-T08,POINT (-122.40977382525976 37.78005250308135),34
211103172,T01,21047625,Structure Fire,04/20/2021,04/20/2021,04/20/2021 08:11:11 PM,04/20/2021 08:13:36 PM,04/20/2021 08:13:46 PM,04/20/2021 08:15:00 PM,,,,Fire,04/20/2021 08:26:21 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,false,Alarm,1,TRUCK,10,3,6,South of Market,211103172-T01,POINT (-122.40977382525976 37.78005250308135),34
211103172,E01,21047625,Structure Fire,04/20/2021,04/20/2021,04/20/2021 08:11:11 PM,04/20/2021 08:13:36 PM,04/20/2021 08:13:46 PM,04/20/2021 08:14:28 PM,04/20/2021 08:16:06 PM,,,Fire,04/20/2021 08:26:10 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,true,Alarm,1,ENGINE,1,3,6,South of Market,211103172-E01,POINT (-122.40977382525976 37.78005250308135),34
211103172,B02,21047625,Structure Fire,04/20/2021,04/20/2021,04/20/2021 08:11:11 PM,04/20/2021 08:13:36 PM,04/20/2021 08:13:46 PM,04/20/2021 08:14:42 PM,04/20/2021 08:16:44 PM,,,Fire,04/20/2021 08:27:59 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,false,Alarm,1,CHIEF,3,3,6,South of Market,211103172-B02,POINT (-122.40977382525976 37.78005250308135),34
211103172,E08,21047625,Structure Fire,04/20/2021,04/20/2021,04/20/2021 08:11:11 PM,04/20/2021 08:13:36 PM,04/20/2021 08:13:46 PM,04/20/2021 08:14:50 PM,04/20/2021 08:18:25 PM,,,Fire,04/20/2021 08:23:00 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,true,Alarm,1,ENGINE,6,3,6,South of Market,211103172-E08,POINT (-122.40977382525976 37.78005250308135),34
211103172,B03,21047625,Structure Fire,04/20/2021,04/20/2021,04/20/2021 08:11:11 PM,04/20/2021 08:13:36 PM,04/20/2021 08:13:46 PM,04/20/2021 08:15:26 PM,04/20/2021 08:18:09 PM,,,Fire,04/20/2021 08:29:54 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,false,Alarm,1,CHIEF,5,3,6,South of Market,211103172-B03,POINT (-122.40977382525976 37.78005250308135),34
211103172,RS1,21047625,Structure Fire,04/20/2021,04/20/2021,04/20/2021 08:11:11 PM,04/20/2021 08:13:36 PM,04/20/2021 08:13:46 PM,04/20/2021 08:14:51 PM,04/20/2021 08:16:07 PM,,,Fire,04/20/2021 08:26:33 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,false,Alarm,1,RESCUE SQUAD,2,3,6,South of Market,211103172-RS1,POINT (-122.40977382525976 37.78005250308135),34
211103147,74,21047623,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:00:21 PM,04/20/2021 08:00:21 PM,04/20/2021 08:00:35 PM,04/20/2021 08:01:05 PM,04/20/2021 08:04:27 PM,,,Cancelled,04/20/2021 08:06:15 PM,900 Block of SUTTER ST,San Francisco,94109,B04,03,1557,A,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,3,Nob Hill,211103147-74,POINT (-122.41599519829164 37.788228686156415),21
211103147,E03,21047623,Medical Incident,04/20/2021,04/20/2021,04/20/2021 08:00:21 PM,04/20/2021 08:00:21 PM,04/20/2021 08:00:35 PM,04/20/2021 08:02:16 PM,04/20/2021 08:03:50 PM,,,Cancelled,04/20/2021 08:06:15 PM,900 Block of SUTTER ST,San Francisco,94109,B04,03,1557,A,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,3,Nob Hill,211103147-E03,POINT (-122.41599519829164 37.788228686156415),21
211103117,70,21047622,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:46:02 PM,04/20/2021 07:46:48 PM,04/20/2021 07:47:05 PM,04/20/2021 07:47:10 PM,04/20/2021 07:55:26 PM,,,Patient Declined Transport,04/20/2021 08:42:55 PM,700 Block of BURNETT AVE,San Francisco,94131,B06,24,5282,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,8,Twin Peaks,211103117-70,POINT (-122.44547048782839 37.7506825120197),38
211103117,E24,21047622,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:46:02 PM,04/20/2021 07:46:48 PM,04/20/2021 07:47:05 PM,04/20/2021 07:48:16 PM,04/20/2021 07:51:40 PM,,,Patient Declined Transport,04/20/2021 08:00:53 PM,700 Block of BURNETT AVE,San Francisco,94131,B06,24,5282,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,6,8,Twin Peaks,211103117-E24,POINT (-122.44547048782839 37.7506825120197),38
211103104,E03,21047621,Outside Fire,04/20/2021,04/20/2021,04/20/2021 07:40:46 PM,04/20/2021 07:42:39 PM,04/20/2021 07:43:06 PM,04/20/2021 07:44:18 PM,04/20/2021 07:45:45 PM,,,Fire,04/20/2021 07:50:50 PM,900 Block of LARKIN ST,San Francisco,94109,B04,03,1641,3,3,3,true,Fire,1,ENGINE,1,4,6,Tenderloin,211103104-E03,POINT (-122.41806508200602 37.78634191966699),36
211103097,54,21047620,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:39:45 PM,04/20/2021 07:39:45 PM,04/20/2021 07:40:01 PM,04/20/2021 07:40:06 PM,04/20/2021 07:45:28 PM,,,Patient Declined Transport,04/20/2021 08:03:14 PM,STOCKTON ST/POST ST,San Francisco,94108,B01,02,1323,A,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Financial District/South Beach,211103097-54,POINT (-122.40677114521634 37.78849947980706),8
211103096,E05,21047619,Outside Fire,04/20/2021,04/20/2021,04/20/2021 07:37:50 PM,04/20/2021 07:39:21 PM,04/20/2021 07:39:28 PM,04/20/2021 07:40:33 PM,04/20/2021 07:41:51 PM,,,Fire,04/20/2021 07:44:47 PM,FULTON ST/BUCHANAN ST,San Francisco,94102,B02,05,3412,3,3,3,true,Fire,1,ENGINE,1,2.0,5,Western Addition,211103096-E05,POINT (-122.42827156559656 37.77817622744772),39
211103095,84,21047618,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:39:19 PM,04/20/2021 07:39:19 PM,04/20/2021 07:39:32 PM,04/20/2021 07:39:39 PM,04/20/2021 07:52:10 PM,,,Patient Declined Transport,04/20/2021 08:40:06 PM,2200 Block of MISSION ST,San Francisco,94110,B02,07,5423,A,2,2,true,Non Life-threatening,1,MEDIC,1,6,9,Mission,211103095-84,POINT (-122.41935164261461 37.76103144298335),20
211103081,88,21047617,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:33:17 PM,04/20/2021 07:33:17 PM,04/20/2021 07:33:22 PM,04/20/2021 07:33:30 PM,04/20/2021 07:40:34 PM,,,No Merit,04/20/2021 07:41:15 PM,WILLOW ST/FRANKLIN ST,San Francisco,94109,B02,03,3163,A,2,2,true,Non Life-threatening,1,MEDIC,1,2.0,5,Western Addition,211103081-88,POINT (-122.42255798273702 37.783151426651344),39
211103060,91,21047615,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:28:00 PM,04/20/2021 07:28:00 PM,04/20/2021 07:34:56 PM,04/20/2021 07:37:03 PM,04/20/2021 07:46:07 PM,04/20/2021 07:57:30 PM,04/20/2021 08:14:06 PM,Patient Declined Transport,04/20/2021 09:06:06 PM,200 Block of WHIPPLE AVE,San Francisco,94112,B09,33,8347,A,2,2,true,Non Life-threatening,1,MEDIC,2,9,11,Outer Mission,211103060-91,POINT (-122.44972904389785 37.712511324545595),28
211103060,64,21047615,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:28:00 PM,04/20/2021 07:28:00 PM,04/20/2021 07:28:06 PM,04/20/2021 07:28:09 PM,04/20/2021 07:40:08 PM,,,Patient Declined Transport,04/20/2021 08:28:28 PM,200 Block of WHIPPLE AVE,San Francisco,94112,B09,33,8347,A,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Outer Mission,211103060-64,POINT (-122.44972904389785 37.712511324545595),28
211103037,E18,21047614,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:20:10 PM,04/20/2021 07:21:14 PM,04/20/2021 07:21:25 PM,04/20/2021 07:22:53 PM,04/20/2021 07:24:35 PM,,,Code 3 Transport,04/20/2021 07:44:57 PM,2200 Block of 35TH AVE,San Francisco,94116,B08,18,7555,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,211103037-E18,POINT (-122.49310194952477 37.74508957529347),35
211103037,53,21047614,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:20:10 PM,04/20/2021 07:21:14 PM,04/20/2021 07:21:25 PM,04/20/2021 07:21:36 PM,04/20/2021 07:28:22 PM,04/20/2021 07:52:56 PM,04/20/2021 08:02:37 PM,Code 3 Transport,04/20/2021 08:53:33 PM,2200 Block of 35TH AVE,San Francisco,94116,B08,18,7555,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,211103037-53,POINT (-122.49310194952477 37.74508957529347),35
211103027,E03,21047613,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:16:06 PM,04/20/2021 07:19:38 PM,04/20/2021 07:19:57 PM,04/20/2021 07:20:29 PM,04/20/2021 07:22:45 PM,,,Code 2 Transport,04/20/2021 07:34:22 PM,1000 Block of SUTTER ST,San Francisco,94109,B04,03,1557,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,3,Nob Hill,211103027-E03,POINT (-122.41765721404046 37.78812630343959),21
211103027,RC1,21047613,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:16:06 PM,04/20/2021 07:19:38 PM,04/20/2021 07:23:23 PM,04/20/2021 07:23:23 PM,,,,Code 2 Transport,04/20/2021 07:25:11 PM,1000 Block of SUTTER ST,San Francisco,94109,B04,03,1557,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,4,3,Nob Hill,211103027-RC1,POINT (-122.41765721404046 37.78812630343959),21
211103027,RC3,21047613,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:16:06 PM,04/20/2021 07:19:38 PM,04/20/2021 07:19:57 PM,04/20/2021 07:20:53 PM,,,,Code 2 Transport,04/20/2021 07:23:57 PM,1000 Block of SUTTER ST,San Francisco,94109,B04,03,1557,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,4,3,Nob Hill,211103027-RC3,POINT (-122.41765721404046 37.78812630343959),21
211103027,AM120,21047613,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:16:06 PM,04/20/2021 07:19:38 PM,04/20/2021 07:19:57 PM,04/20/2021 07:20:22 PM,04/20/2021 07:24:52 PM,04/20/2021 07:42:52 PM,04/20/2021 07:59:59 PM,Code 2 Transport,04/20/2021 08:27:22 PM,1000 Block of SUTTER ST,San Francisco,94109,B04,03,1557,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,3,Nob Hill,211103027-AM120,POINT (-122.41765721404046 37.78812630343959),21
211103024,KM10,21047612,Medical Incident,04/20/2021,04/20/2021,04/20/2021 07:15:33 PM,04/20/2021 07:18:55 PM,04/20/2021 07:19:22 PM,04/20/2021 07:19:39 PM,04/20/2021 07:30:03 PM,04/20/2021 08:07:59 PM,04/20/2021 08:17:26 PM,Code 2 Transport,04/20/2021 08:53:20 PM,200 Block of LIBERTY ST,San Francisco,94114,B06,11,5457,2,2,2,false,Non Life-threatening,1,PRIVATE,1,6,8,Castro/Upper Market,211103024-KM10,POINT (-122.42682429723818 37.7573061911728),5
