YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2018,2018,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,AGEADJRATE,RACE,HIS,,,,
2018,2018,AZ,Arizona,NVSS,Asthma,Asthma mortality rate,,Number,Number,92,92,,,,,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2014,2014,KY,Kentucky,NVSS,Asthma,Asthma mortality rate,,,Number,35,35,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2012,2012,IN,Indiana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-86.14996019399968 39.766910452000445),,18,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2012,2012,NC,North Carolina,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,8.0,8,,,5.6,11.1,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2014,2014,DE,Delaware,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST4_1,AGEADJRATE,RACE,BLK,,,,
2010,2010,NM,New Mexico,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,19.21,19.21,,,14.89,23.52,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST3_1,CRDRATE,RACE,BLK,,,,
2015,2015,AL,Alabama,NVSS,Asthma,Asthma mortality rate,,,Number,26,26,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),,01,AST,AST4_1,NMBR,RACE,WHT,,,,
2014,2014,AK,Alaska,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-147.72205903599973 64.84507995700051),,02,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2015,2015,IN,Indiana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-86.14996019399968 39.766910452000445),,18,AST,AST4_1,CRDRATE,RACE,AIAN,,,,
2017,2017,AZ,Arizona,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-111.76381127699972 34.865970280000454),,04,AST,AST4_1,NMBR,RACE,API,,,,
2017,2017,DC,District of Columbia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.036871 38.907192),,11,AST,AST4_1,CRDRATE,RACE,WHT,,,,
2016,2016,SD,South Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,192,192,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,AST,AST3_1,NMBR,RACE,WHT,,,,
2012,2012,AR,Arkansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,8.9,8.9,,,5.4,13.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2012,2012,IA,Iowa,NVSS,Asthma,Asthma mortality rate,,,Number,35,35,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2010,2010,SD,South Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,347,347,,,,,Gender,Female,,,,,POINT (-100.3735306369997 44.353130053000484),,46,AST,AST3_1,NMBR,GENDER,GENF,,,,
2014,2014,WV,West Virginia,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,10.65,10.65,,,10.17,11.12,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,AST,AST3_1,CRDRATE,OVERALL,OVR,,,,
2016,2016,KS,Kansas,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,AST,AST3_1,CRDRATE,RACE,BLK,,,,
2015,2015,NJ,New Jersey,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,32.77,32.77,���,Estimate is based on the first 3 quarters of 2015 and is not directly comparable to estimates in prior years due to changes in ICD codes,31.59,33.95,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST3_1,CRDRATE,RACE,BLK,,,,
2017,2017,LA,Louisiana,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),,22,AST,AST3_1,AGEADJRATE,RACE,WHT,,,,
2013,2013,IL,Illinois,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,12.6,12.6,,,10,15.7,Gender,Male,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST4_1,CRDRATE,GENDER,GENM,,,,
2014,2014,ID,Idaho,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST3_1,AGEADJRATE,GENDER,GENF,,,,
2017,2017,GA,Georgia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,10.1,10.1,,,8.2,12,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,HI,Hawaii,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,5.37,5.37,,,4.62,6.13,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2014,2014,MS,Mississippi,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST3_1,AGEADJRATE,RACE,AIAN,,,,
2013,2013,DC,District of Columbia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-77.036871 38.907192),,11,AST,AST4_1,CRDRATE,GENDER,GENM,,,,
2016,2016,VA,Virginia,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Gender,Female,,,,,POINT (-78.45789046299967 37.54268067400045),,51,AST,AST3_1,NMBR,GENDER,GENF,,,,
2016,2016,MT,Montana,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Gender,Female,,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST3_1,AGEADJRATE,GENDER,GENF,,,,
2018,2018,HI,Hawaii,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST3_1,AGEADJRATE,RACE,HIS,,,,
2016,2016,ME,Maine,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,265,265,,,,,Gender,Female,,,,,POINT (-68.98503133599962 45.254228894000505),,23,AST,AST3_1,NMBR,GENDER,GENF,,,,
2015,2015,WA,Washington,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,5.00,5,���,Estimate is based on the first 3 quarters of 2015 and is not directly comparable to estimates in prior years due to changes in ICD codes,4.81,5.19,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),,53,AST,AST3_1,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,CA,California,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,10.7,10.7,,,9.6,11.7,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST4_1,CRDRATE,OVERALL,OVR,,,,
2013,2013,MS,Mississippi,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,37.8,37.8,,,26.2,52.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST4_1,AGEADJRATE,RACE,BLK,,,,
2012,2012,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,AGEADJRATE,RACE,BLK,,,,
2018,2018,NH,New Hampshire,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-71.50036091999965 43.65595011300047),,33,AST,AST4_1,NMBR,GENDER,GENM,,,,
2017,2017,MI,Michigan,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST4_1,AGEADJRATE,RACE,HIS,,,,
2017,2017,ND,North Dakota,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2015,2015,NJ,New Jersey,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST4_1,CRDRATE,RACE,AIAN,,,,
2018,2018,AK,Alaska,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-147.72205903599973 64.84507995700051),,02,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2014,2014,MS,Mississippi,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Gender,Male,,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST3_1,AGEADJRATE,GENDER,GENM,,,,
2019,2019,MI,Michigan,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,6.5,6.5,,,4.8,8.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST4_1,CRDRATE,RACE,WHT,,,,
2018,2018,VI,Virgin Islands,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Overall,Overall,,,,,POINT (-64.896335 18.335765),,78,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2015,2015,NH,New Hampshire,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.50036091999965 43.65595011300047),,33,AST,AST3_1,AGEADJRATE,RACE,AIAN,,,,
2015,2015,LA,Louisiana,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),,22,AST,AST3_1,AGEADJRATE,RACE,BLK,,,,
2016,2016,IA,Iowa,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,399,399,,,,,Gender,Male,,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST3_1,NMBR,GENDER,GENM,,,,
2011,2011,NJ,New Jersey,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST4_1,NMBR,RACE,API,,,,
2020,2020,NY,New York,NVSS,Asthma,Asthma mortality rate,,Number,Number,146,146,,,,,Gender,Male,,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST4_1,NMBR,GENDER,GENM,,,,
2010,2010,MA,Massachusetts,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-72.08269067499964 42.27687047000046),,25,AST,AST4_1,NMBR,GENDER,GENM,,,,
2018,2018,NC,North Carolina,NVSS,Asthma,Asthma mortality rate,,Number,Number,67,67,,,,,Gender,Female,,,,,POINT (-79.15925046299964 35.466220975000454),,37,AST,AST4_1,NMBR,GENDER,GENF,,,,
2014,2014,MA,Massachusetts,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Gender,Female,,,,,POINT (-72.08269067499964 42.27687047000046),,25,AST,AST3_1,CRDRATE,GENDER,GENF,,,,
2011,2011,CT,Connecticut,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2013,2013,NH,New Hampshire,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-71.50036091999965 43.65595011300047),,33,AST,AST4_1,CRDRATE,GENDER,GENM,,,,
2012,2012,MS,Mississippi,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,16.5,16.5,,,10.3,24.9,Gender,Male,,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2016,2016,KS,Kansas,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,POINT (-98.20078122699965 38.34774030000045),,20,AST,AST3_1,AGEADJRATE,RACE,HIS,,,,
2014,2014,RI,Rhode Island,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,10.49,10.49,,,9.77,11.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),,44,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2018,2018,VA,Virginia,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),,51,AST,AST3_1,AGEADJRATE,RACE,BLK,,,,
2019,2019,MA,Massachusetts,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-72.08269067499964 42.27687047000046),,25,AST,AST4_1,NMBR,RACE,HIS,,,,
2014,2014,ID,Idaho,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST3_1,AGEADJRATE,RACE,AIAN,,,,
2015,2015,MT,Montana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,CRDRATE,GENDER,GENF,,,,
2017,2017,IL,Illinois,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Gender,Male,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST3_1,NMBR,GENDER,GENM,,,,
2019,2019,MO,Missouri,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,26.4,26.4,,,16.1,40.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),,29,AST,AST4_1,CRDRATE,RACE,BLK,,,,
2014,2014,NY,New York,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,23.65,23.65,,,23.15,24.14,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST3_1,CRDRATE,RACE,HIS,,,,
2016,2016,ID,Idaho,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST3_1,NMBR,RACE,WHT,,,,
2016,2016,PR,Puerto Rico,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Gender,Female,,,,,POINT (-66.590149 18.220833),,72,AST,AST3_1,CRDRATE,GENDER,GENF,,,,
2013,2013,NC,North Carolina,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,5585,5585,,,,,Gender,Female,,,,,POINT (-79.15925046299964 35.466220975000454),,37,AST,AST3_1,NMBR,GENDER,GENF,,,,
2016,2016,AZ,Arizona,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,9.8,9.8,,,6.1,15,Race/Ethnicity,Hispanic,,,,,POINT (-111.76381127699972 34.865970280000454),,04,AST,AST4_1,CRDRATE,RACE,HIS,,,,
2011,2011,MD,Maryland,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,12.2,12.2,,,9.5,15.4,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,AST,AST4_1,CRDRATE,OVERALL,OVR,,,,
2016,2016,KY,Kentucky,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,9.1,9.1,,,6.5,12.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2014,2014,NY,New York,NVSS,Asthma,Asthma mortality rate,,,Number,302,302,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2014,2014,MO,Missouri,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,AST,AST3_1,CRDRATE,OVERALL,OVR,,,,
2012,2012,GA,Georgia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,6.1,6.1,,,4.2,8.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),,13,AST,AST4_1,CRDRATE,RACE,WHT,,,,
2018,2018,CO,Colorado,NVSS,Asthma,Asthma mortality rate,,Number,Number,46,46,,,,,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2016,2016,KY,Kentucky,NVSS,Asthma,Asthma mortality rate,,,Number,33,33,,,,,Gender,Female,,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST4_1,NMBR,GENDER,GENF,,,,
2017,2017,IA,Iowa,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2019,2019,CA,California,NVSS,Asthma,Asthma mortality rate,,Number,Number,229,229,,,,,Gender,Female,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST4_1,NMBR,GENDER,GENF,,,,
2010,2010,NY,New York,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,17.0,17,,,12.9,21.9,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST4_1,CRDRATE,RACE,HIS,,,,
2011,2011,NE,Nebraska,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-99.36572062299967 41.6410409880005),,31,AST,AST4_1,NMBR,RACE,API,,,,
2016,2016,WA,Washington,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,2.67,2.67,,,2.5,2.84,Gender,Male,,,,,POINT (-120.47001078999972 47.52227862900048),,53,AST,AST3_1,CRDRATE,GENDER,GENM,,,,
2017,2017,MI,Michigan,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,3.61,3.61,,,3.47,3.76,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST3_1,AGEADJRATE,RACE,WHT,,,,
2010,2010,SD,South Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,6.34,6.34,,,5.75,6.93,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2017,2017,NV,Nevada,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,3.84,3.84,,,3.43,4.25,Race/Ethnicity,Hispanic,,,,,POINT (-117.07184056399967 39.493240390000494),,32,AST,AST3_1,CRDRATE,RACE,HIS,,,,
2015,2015,NH,New Hampshire,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Gender,Male,,,,,POINT (-71.50036091999965 43.65595011300047),,33,AST,AST3_1,NMBR,GENDER,GENM,,,,
2014,2014,ME,Maine,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-68.98503133599962 45.254228894000505),,23,AST,AST3_1,CRDRATE,RACE,AIAN,,,,
2017,2017,VA,Virginia,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-78.45789046299967 37.54268067400045),,51,AST,AST3_1,AGEADJRATE,RACE,AIAN,,,,
2018,2018,DE,Delaware,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST4_1,CRDRATE,RACE,HIS,,,,
2014,2014,IN,Indiana,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-86.14996019399968 39.766910452000445),,18,AST,AST4_1,NMBR,RACE,API,,,,
2016,2016,IL,Illinois,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST3_1,AGEADJRATE,RACE,AIAN,,,,
2013,2013,MI,Michigan,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,9.23,9.23,,,8.96,9.5,Gender,Male,,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST3_1,CRDRATE,GENDER,GENM,,,,
2012,2012,GA,Georgia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,18.2,18.2,,,13.8,23.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),,13,AST,AST4_1,CRDRATE,RACE,BLK,,,,
2013,2013,SD,South Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,AST,AST3_1,CRDRATE,RACE,BLK,,,,
2018,2018,IL,Illinois,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,9.9,9.9,,,8.2,11.6,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,NV,Nevada,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,57,57,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-117.07184056399967 39.493240390000494),,32,AST,AST3_1,NMBR,RACE,API,,,,
2013,2013,KY,Kentucky,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST4_1,AGEADJRATE,RACE,HIS,,,,
2020,2020,IA,Iowa,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,13.2,13.2,,,9.6,17.8,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,RI,Rhode Island,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,4.06,4.06,,,3.51,4.61,Gender,Male,,,,,POINT (-71.52247031399963 41.70828019300046),,44,AST,AST3_1,CRDRATE,GENDER,GENM,,,,
2016,2016,WV,West Virginia,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,700,700,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2016,2016,VT,Vermont,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,2.19,2.19,,,1.81,2.57,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.51764079099962 43.62538123900049),,50,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2017,2017,TX,Texas,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Gender,Female,,,,,POINT (-99.42677020599967 31.827240407000488),,48,AST,AST3_1,AGEADJRATE,GENDER,GENF,,,,
