LOCATION_ACCOUNT,BUSINESS_NAME,DBA_NAME,STREET_ADDRESS,CITY,ZIP_CODE,LOCATION_DESCRIPTION,MAILING_ADDRESS,MAILING_CITY,MAILING_ZIP_CODE,NAICS,PRIMARY_NAICS_DESCRIPTION,COUNCIL_DISTRICT,LOCATION_START_DATE,LOCATION_END_DATE,LOCATION
0002930371-0001-1,DOCTORS OUTPATIENT CENTER FOR SURGERY INC,,8436 W 3RD STREET   SUITE #700,LOS ANGELES,90048-4100,8436 3RD 90048-4100,,,,621510,Medical & diagnostic laboratories,5,08/22/2016,,"(34.0729, -118.3745)"
0002810621-0001-9,NANCY'S CLEANING SERVICES,,1742 W 64TH STREET,LOS ANGELES,90047-1945,1742 64TH 90047,1742 W 64TH STREET,LOS ANGELES,90047-1945,,,8,02/15/2015,,"(33.9814, -118.3084)"
0002717831-0001-4,ERIN KOZOLL,,9461   CHARLEVILLE BLVD   #523,BEVERLY HILLS,90212-3017,9461 CHARLEVILLE 90212-3017,9461   CHARLEVILLE BLVD   SUITE #523,BEVERLY HILLS,90212-3017,531210,Offices of real estate agents & brokers,0,03/29/2012,,"(34.0651, -118.3991)"
0002196419-0001-1,SAMUEL CHEW,,3701 OBAMA BLVD,LOS ANGELES,90016-4867,3701 OBAMA 90016-4867,,,,,,10,05/03/2005,,"(34.0216, -118.3366)"
0002848013-0001-2,HELEN MAGNANI,WELLNESS BY HELEN,6859 SHOSHONE AVENUE,LAKE BALBOA,91406-4341,6859 SHOSHONE 91406-4341,6859   SHOSHONE AVENUE,LAKE BALBOA,91406-4341,339900,Other miscellaneous mfg.,6,07/21/2015,,"(34.1956, -118.5167)"
0002787112-0001-9,LORI RAINERI,GOVERNMENT FINANCIAL STRATEGIES,1228 N STREET,SACRAMENTO,95814-5623,1228 N 95814-5623,,,,523900,Other financial investment activities (including investment advice),0,11/19/2014,,"(38.575, -121.4922)"
0003320853-0001-9,LESLIE DUNLAP,PLUMBLINE PLUMBING,1440 W 88TH PLACE,LOS ANGELES,90047-3412,1440 88th 90047-3412,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",8,06/23/2022,,"(33.9572, -118.3018)"
0002834500-0001-1,NORTHERN CALIFORNIA EQUIPMENT INC,LIGHT SODA ON TAP,426   VALLEY DRIVE,BRISBANE,94005-1210,426 VALLEY 94005-1210,,,,532210,Consumer electronics & appliances rental,0,01/01/2011,,"(37.6908, -122.4159)"
0002938966-0001-7,GO-GO GARBAGE INC,,5758   BURNET AVENUE,VAN NUYS,91411-3216,5758 BURNET 91411-3216,,,,484110,"General freight trucking, local",4,10/20/2016,,"(34.1756, -118.4626)"
0003322807-0001-3,ANTONIO LUIS CADENA,,727 W 43RD PLACE,LOS ANGELES,90037-2637,727 43RD 90037-2637,,,,812990,All other personal services,9,07/07/2022,,
0002383717-0001-0,SURGERY CENTER OF BEVERLY HILLS INC,,1125 S BEVERLY DRIVE #600,LOS ANGELES,90035-1182,1125 BEVERLY 90035-1182,,,,621399,Offices of all other miscellaneous health practitioners,5,10/01/2008,,"(34.0565, -118.3962)"
0002872551-0001-4,VAHE BADASYAN,,622  1/2 S LOUISE STREET,GLENDALE,91205-3973,622 LOUISE 91205-3973,,,,561600,Investigation & security services,0,01/01/2014,,"(34.1394, -118.2525)"
0002810244-0001-7,ABRAMIAN HOLLYWOOD LLC,,4655 HOLLYWOOD BLVD,LOS ANGELES,90027-5413,4655 HOLLYWOOD 90027-5413,2017 AMES STREET,LOS ANGELES,90027-2901,531100,Lessors of real estate (including mini warehouses & self-storage units),13,01/01/2015,,"(34.1006, -118.2909)"
0002846759-0001-7,ANITA CARLOS,ANITA SHOES,5533 SANTA MONICA BLVD,LOS ANGELES,90038-2901,5533 SANTA MONICA 90038-2901,,,,448210,Shoe stores,13,08/01/2015,,"(34.0907, -118.3105)"
0002870349-0001-6,MEI ZHEN XU,,7232 CANBY AVENUE UNIT #3,RESEDA,91335-8144,7232 CANBY 91335-8144,,,,621399,Offices of all other miscellaneous health practitioners,3,04/09/2015,,"(34.2017, -118.5347)"
0002195752-0002-0,HALEY & ALDRICH INC,,3187 RED HILL AVENUE SUITE #155,COSTA MESA,92626-3453,3187 RED HILL 92626-3453,70 BLANCHARD ROAD UNIT #204,BURLINGTON,01803-5100,233320,Commercial and Institutional Building Construction (1997 NAICS),0,11/20/2015,,"(33.6821, -117.8717)"
0002797024-0001-0,MIGUEL BERNAL,EL GRAN PRINCIPIO,2628 MAPLE AVENUE,LOS ANGELES,90011-1432,2628 MAPLE 90011-1432,2628 MAPLE AVENUE,LOS ANGELES,90011-1432,423990,Other miscellaneous durable goods,9,01/01/2015,,"(34.0231, -118.2655)"
0002848365-0001-4,ROMEO RAMIREZ,,10605 LAUREL CANYON BLVD,PACOIMA,91331-3530,10605 LAUREL CANYON 91331-3530,,,,,,7,01/01/2009,,
0002991699-0001-4,SEVAK SIMOUNIAN GHARGHANI,FIESTA PARTY SERVICES,576 E VERDUGO AVENUE   UNIT #E,BURBANK,91501-3122,576 VERDUGO 91501-3122,,,,711300,"Promoters of performing arts, sports, & similar events",0,06/02/2017,,"(34.183, -118.3007)"
0002973236-0001-8,PAUL MARSCHALL / ARMANDO SALAS / YARON LEVY,,5527   VANTAGE AVENUE,VALLEY VILLAGE,91607-2009,5527 VANTAGE 91607-2009,,,,,,2,01/01/2017,,
0003323264-0001-0,KAREN MARTINEZ,MISS EVERLIN,928 W OLIVER STREET,SAN PEDRO,90731-1823,928 OLIVER 90731-1823,,,,315000,Apparel mfg.,15,07/12/2022,,"(33.747, -118.2974)"
0003276456-0001-0,OSMAN UNER LLC,,22717 Gault,West Hills,91307-2307,22717 GAULT 91307,22717 Gault,West Hills,91307-2307,,,12,01/01/2021,,"(34.1994, 34.1994)"
0002913705-0001-5,THE CURATIVE GROUP LLC,,9812   WASHINGTON BLVD,CULVER CITY,90232-2724,9812 WASHINGTON 90232,9812   WASHINGTON BLVD,CULVER CITY,90232-2724,722110,Full-service restaurants,0,06/01/2016,,"(34.0218, -118.397)"
0002993375-0001-9,MAJESTY ALLIANCE LLC,,4470 W SUNSET BLVD   #90117,LOS ANGELES,90027-0000,4470 SUNSET 90027-0000,,,,812990,All other personal services,13,05/12/2017,,"(34.0978, -118.2871)"
0002872941-0001-3,LUCY GARCIA,GARCIA CLEANING SERVICES,12819 DESMOND STREET,PACOIMA,91331-1022,12819 DESMOND 91331-1022,,,,561720,Janitorial services,7,12/11/2015,,"(34.288, -118.4117)"
0000119100-0001-4,ROBERT CHARLES LESSER & CO LLC,,11601 WILSHIRE BLVD SUITE #1650,LOS ANGELES,90025-1752,11601 WILSHIRE 90025-1752,7200 WISCONSIN AVENUE SUITE #1110,BETHESDA,20814-4811,531390,Other activities related to real estate,11,01/01/2002,,"(34.0507, -118.4592)"
0000001787-0001-4,NATIONAL HOUSING DEVELOPMENT CORPORATION,,6400 WEST BLVD,LOS ANGELES,90043-3866,6400 WEST 90043-3866,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),8,11/12/1997,,
0000001791-0001-1,JULIE CONN,SMART DIGITAL TELEVISION NETWORKS INC,106 CENTRAL AVENUE,SALINAS,93901-2630,106 CENTRAL 93901-2630,10701 WILSHIRE BLVD #2002,LOS ANGELES,90024-4445,561500,Travel arrangement & reservation services,0,01/01/1999,,
0000001822-0001-8,WORLD IMPACT /C,,1969 S VERMONT AVENUE,LOS ANGELES,90007-1254,1969 VERMONT 90007-1254,2001 S VERMONT AVENUE,LOS ANGELES,90007-1256,611000,"Educational services (including schools, colleges, & universities)",1,03/26/1993,,
0003314075-0001-2,SB ENERGY INC,,17181 Tribune,Granada Hills,91344-4839,17181 TRIBUNE 91344,17181 Tribune,Granada Hills,91344-4839,,,12,05/06/2022,,"(34.2676, 34.2676)"
0003321164-0001-7,NIGHT STAR ENTERPRISE INC,,7210 BELLAIRE AVENUE   UNIT #210,NORTH HOLLYWOOD,-,7210 BELLAIRE,,,,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",0,06/24/2022,,"(0.0, 0.0)"
0002868788-0001-1,JESUSA NOEMI LEGASPI,,10801 SUNNYBRAE AVENUE,CHATSWORTH,91311-1623,10801 SUNNYBRAE 91311-1623,,,,621610,Home health care services,12,11/19/2015,,"(34.2664, -118.5805)"
0002869019-0001-0,RONALD S REITER / PAMELA F BENYAS,,4419 VAN NUYS BLVD #400,SHERMAN OAKS,91403-5738,4419 VAN NUYS 91403-5738,,,,621340,"Offices of physical, occupational & speech therapists, & audiologists",4,03/31/2014,,"(34.1514, -118.4486)"
0002867779-0001-4,GROUP SHS LLC,RESIDENT,428 S HEWITT STREET,LOS ANGELES,90013-2216,428 HEWITT 90013-2216,428 S HEWITT STREET,LOS ANGELES,90013-2216,722410,Drinking places (alcoholic beverages),14,12/11/2015,,"(34.0428, -118.2352)"
0002869041-0001-4,WEST HILLS PATHOLOGY CONSULTANTS,,7300 MEDICAL CENTER DRIVE,WEST HILLS,91307-1902,7300 MEDICAL CENTER 91307-1902,,,,621510,Medical & diagnostic laboratories,12,08/18/2015,,"(34.2036, -118.6295)"
0002296782-0001-5,DAVID TORNO,,1142 CAMPBELL STREET SUITE #307,GLENDALE,91207-1629,1142 CAMPBELL 91207-1629,,,,,,0,04/03/2006,,"(34.1623, -118.2511)"
0003205234-0001-5,MS.MAID,,782 W 25TH STREET,SAN PEDRO,90731-5802,782 25TH 90731,,,,,,15,07/13/2020,,"(33.7218, -118.2943)"
0003230976-0001-9,"A SMIDGE OF RIDGE, INC.",,6527 W 86TH PLACE,LOS ANGELES,90045-3708,6527 86th 90045-3708,518 N HOWARD STREET,GLENDALE,91206-3317,711510,"Independent artists, writers, & performers",11,07/03/2020,,"(33.9594, -118.4028)"
0003310820-0001-8,BAAM US LLC,,1600 Viceroy #100,Dallas,75235-2312,1600 VICEROY 75235,POST OFFICE BOX #660613,Dallas,75266-0613,541800,Advertising & related services,0,04/14/2022,,"(32.8344, 32.8344)"
0003313825-0001-2,JACOB TVERSKY,,147 N ALTA VISTA BLVD,LOS ANGELES,90036-2825,147 ALTA VISTA 90036-2825,,,,541990,"All other professional, scientific, & technical services",5,01/01/2018,,
0002859965-0001-7,SPINNAKER CHAOS INC,,1248 CASIANO ROAD,LOS ANGELES,90049-1614,1248 CASIANO 90049-1614,5301 BEETHOVEN STREET SUITE #290,LOS ANGELES,90066-7056,711510,"Independent artists, writers, & performers",5,09/01/2015,,"(34.0859, -118.4717)"
0002282290-0001-3,JUAN MANUEL LOPEZ SEGURA,EL NUEVO PARAISO,6711 N FIGUEROA STREET,LOS ANGELES,90042-2007,6711 FIGUEROA 90042-2007,255 N SIERRA BONITA AVENUE,PASADENA,91106-1613,445310,"Beer, wine & liquor stores",14,05/01/2007,,"(34.1239, -118.1854)"
0000309570-0001-7,NACZINSKI & ASSOCIATES INC,,20633 AETNA STREET,WOODLAND HILLS,91367-5303,20633 AETNA 91367-5303,,,,,,3,10/01/1994,,
0003304630-0001-8,KEVIN RAMIREZ,RP DRAIN SERVICES,20615 VANOWEN STREET APT #107,WINNETKA,91306-3824,20615 VANOWEN 91306-3824,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",3,03/15/2022,,
0002872608-0001-6,STONE PLUMBING INC,,7337 ETHEL AVENUE,N HOLLYWOOD,91605-4222,7337 ETHEL 91605-4222,POST OFFICE BOX #1225,SAN FERNANDO,91341-1225,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",2,01/01/2016,,"(34.2039, -118.4181)"
0002311067-0001-1,BERNARD M CHANG,TORA CONSTRUCTION COMPANY,2636 MANHATTAN AVENUE,MONTROSE,91020-1309,2636 MANHATTAN 91020-1309,,,,,,0,12/01/2015,,"(34.2122, -118.2363)"
0002872814-0001-8,SARA W SCHALL,SHOP WITH SARA,1254 LINDA ROSA AVENUE,LOS ANGELES,90041-2317,1254 LINDA ROSA 90041,1254 LINDA ROSA AVENUE,LOS ANGELES,90041-2317,,,14,12/01/2015,,"(34.138, -118.1942)"
0002862804-0001-8,MI JU SECURITY INC,,3055 WILSHIRE BLVD UNIT #520,LOS ANGELES,90010-1145,3055 WILSHIRE 90010-1145,,,,561600,Investigation & security services,10,10/22/2015,,"(34.0618, -118.288)"
0002895083-0001-8,HOLLYWOOD CHEER ACADEMY LLC,,1161   STEARNS DRIVE,LOS ANGELES,90035-2640,1161 STEARNS 90035-2640,,,,812990,All other personal services,5,05/15/2015,,"(34.0548, -118.3702)"
0002917101-0001-7,RACHEL WHITING,,12401   WILSHIRE BLVD   SUITE #105,LOS ANGELES,90025-1015,12401 WILSHIRE 90025-1015,,,,713900,"Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)",11,07/11/2016,,"(34.042, -118.471)"
0002905472-0001-1,WILMER PALACIOS SOLIZ,NATURES FLOOR DESIGN,255   ALEXANDRIA     #18,LOS ANGELES,90004-0000,255 ALEXANDRIA 90004-0000,,,,812990,All other personal services,13,01/12/2016,,"(0.0, 0.0)"
0002886189-0001-4,UNIKING LLC,APT 503,3680   WILSHIRE BLVD   #503,LOS ANGELES,90010-2707,3680 WILSHIRE 90010-2707,,,,722110,Full-service restaurants,10,12/01/2015,,"(34.0607, -118.3062)"
0002957668-0001-7,SCHUYLER SAMPERTON TEXTILES INC.,,134 N SWEETZER AVENUE,LOS ANGELES,90048-3581,134 SWEETZER 90048,134 N SWEETZER AVENUE,LOS ANGELES,90048-3581,424990,Other miscellaneous nondurable goods,5,05/01/2017,,"(34.0753, -118.3697)"
0002870516-0001-8,MARIA MURYGINA,ONE GOOD NIGHT,1050 WILSHIRE BLVD #315,LOS ANGELES,90017-5769,1050 WILSHIRE 90017-5769,,,,454210,Vending machine operators,1,12/01/2015,,"(34.0521, -118.2627)"
0000828764-0018-5,STAPLES THE OFFICE SUPERSTORE LLC,STAPLES THE OFFICE SUPERSTORE #243,6450 W SUNSET BLVD,LOS ANGELES,90028-7315,6450 SUNSET 90028-7315,500 STAPLES DRIVE,FRAMINGHAM,01702-4478,453210,Office supplies & stationery stores,13,02/09/1994,,"(34.0979, -118.3306)"
0002872005-0001-3,KEVIN FINTLAND,,6006 SUNNYSLOPE AVENUE,VAN NUYS,91401-3019,6006 SUNNYSLOPE 91401-3019,,,,711510,"Independent artists, writers, & performers",2,01/15/2014,,"(34.1804, -118.4268)"
0003193684-0001-3,ELIZA BLANK,ETB LEGAL,5340   RHEA AVENUE,TARZANA,91356-3318,5340 RHEA 91356,5340   RHEA AVENUE,TARZANA,91356-3318,541100,Legal services,3,07/01/2019,,"(34.1679, -118.5417)"
0002870492-0001-1,THE GOLD GIRLS INC,VALLEY GIRLZ,6403 VAN NUYS BLVD,VAN NUYS,91401-1437,6403 VAN NUYS 91401-1437,14431 VENTURA BLVD #401,SHERMAN OAKS,91423-2606,448120,Women's clothing stores,6,11/01/2014,,"(34.1866, -118.4487)"
0000646609-0001-1,SANG YOON HAN,HANS DESIGN,928 S WESTERN AVENUE SUITE #212,LOS ANGELES,90006-1033,928 WESTERN 90006-1033,,,,,,10,06/01/2002,,"(34.0551, -118.3087)"
0002792613-0001-4,"EAT MORE ART OUT PRODUCTIONS, LLC",,1927 SANTA YNEZ STREET,LOS ANGELES,90026-4113,1927 SANTA YNEZ 90026-4113,,,,453920,Art dealers,13,12/01/2014,,"(34.0749, -118.2636)"
0002864438-0001-9,LET'S JAM MEDIA LLC,,12122   HUSTON STREET,VALLEY VILLAGE,91607-3615,12122 HUSTON 91607-3615,,,,611000,"Educational services (including schools, colleges, & universities)",2,01/12/2015,,"(34.1592, -118.3973)"
0002185786-0001-4,RAMON ALINSOD,,23842 ERIN PLACE,CANOGA PARK,91304-6144,23842 ERIN 91304-6144,27606   MORNING GLORY PLACE,CASTAIC,91384-3755,,,12,01/04/2005,,"(34.2112, -118.6474)"
0002096267-0001-9,OTIUM ASSOCIATES LLC,OTIUM ASSOCIATES LLC ET AL,7323 WILLOUGHBY AVENUE,LOS ANGELES,90046-7546,7323 WILLOUGHBY 90046-7546,3830   VALLEY CENTRE DRIVE   SUITE #705PMB713,SAN DIEGO,92130-3320,531100,Lessors of real estate (including mini warehouses & self-storage units),5,07/16/1999,,"(34.0871, -118.3491)"
0002974981-0001-8,HEXAGON HEALTH INC,,1500   STRADELLA,LOS ANGELES,90077-2313,1500 STRADELLA 90077-2313,,,,999999,Unclassified establishments (unable to classify),5,03/03/2015,,"(34.1002, -118.4578)"
0003158308-0001-9,SHUO YANG,SEAN YANG,3751 JASMINE AVENUE APT #305,LOS ANGELES,90034-5911,3751 JASMINE 90034-5911,,,,,,14,01/01/2017,,
0003314267-0001-4,RODELIO D AMANTE,,11217 WILBUR AVENUE,PORTER RANCH,91326-2466,11217 Wilbur 91326-2466,,,,561300,Employment services,12,01/01/2018,,"(34.2733, -118.5472)"
0003305934-0001-8,FEEFS CORP,MAIL N MORE ON HOLLYWOOD,7095 HOLLYWOOD BLVD #104,LOS ANGELES,90028-8903,7095 HOLLYWOOD 90028-8903,7095 HOLLYWOOD BLVD #104,LOS ANGELES,90028-8903,,,13,03/26/2022,,
0002995793-0001-4,IDA HAYKAZUNI,HI CUSTOM CONSTRUCTION,6902   DAY STREET,TUJUNGA,91042-2045,6902 DAY 91042-2045,,,,238990,All other specialty trade contractors,7,04/14/2009,,"(34.2536, -118.2813)"
0002965244-0001-1,DILLON FELBER,ELEVATED MARKETING,2507   CLYDE AVENUE,LOS ANGELES,90016-2405,2507 CLYDE 90016,2507   CLYDE AVENUE,LOS ANGELES,90016-2405,,,10,02/15/2017,,"(34.034, -118.3667)"
0002941368-0001-2,JOSEPH SILICI,REVOLUTION RECORDS LA,7305   MELROSE AVENUE,LOS ANGELES,90046-7512,7305 MELROSE 90046-7512,1438   ELLSMERE AVENUE,LOS ANGELES,90019-3800,451140,Musical instrument & supplies stores,5,04/01/2015,,"(34.0837, -118.3488)"
0000882981-0003-1,ARUTYUN GALSTYAN,AGS COLLISION CENTER,9075 GLENOAKS BLVD #D,SUN VALLEY,91352-2035,9075 Glenoaks 91352-2035,,,,811110,Automotive mechanical & electrical repair & maintenance,6,04/27/2022,,"(34.2337, -118.3713)"
0000002115-0001-8,JUN CHEN QUACH CHAN,SEASON TOYS,232 E 4TH STREET,LOS ANGELES,90013-1404,232 4TH 90013-1404,,,,423920,Toy & hobby goods & supplies,9,01/01/1992,,
0000002131-0001-7,DEBORAH SMITH,,4151 ARCH DRIVE #308,STUDIO CITY,91604-3243,4151 ARCH 91604-3243,,,,561500,Travel arrangement & reservation services,2,01/01/2000,,
0000002154-0001-8,SHALOM CENTER FOR T EE OF LIFE,,2975 WILSHIRE BLVD #415,LOS ANGELES,90010-1112,2975 WILSHIRE 90010-1112,,,,611000,"Educational services (including schools, colleges, & universities)",10,05/17/1999,,
0003215293-0001-9,UNIVERSAL MEDITATION,UNIVERSAL MEDITATION,11475   OXNARD STREET,NORTH HOLLYWOOD,91606-4175,11475 OXNARD 91606,11475   OXNARD STREET,NORTH HOLLYWOOD,91606-4175,,,2,02/14/2019,,"(34.1797, -118.3816)"
0003215362-0001-1,DHB CONSULTING,,21812   MARTINEZ STREET,WOODLAND HILLS,91364-1707,21812 MARTINEZ 91364,21812   MARTINEZ STREET,WOODLAND HILLS,91364-1707,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,07/17/2017,,"(34.1621, -118.604)"
0003214108-0001-3,JENNA CONLIN,,2353 ABBOT KINNEY BLVD,VENICE,90291-4726,2353 Abbot Kinney 90291-4726,,,,812990,All other personal services,11,01/01/2017,,"(33.9878, -118.4576)"
0003214820-0001-1,GUADALUPE BONILLA,,137  1/2 N MOUNTAIN VIEW AVENUE,LOS ANGELES,90026-6376,137 Mountain View 90026-6376,,,,812990,All other personal services,13,01/01/2017,,"(34.0671, -118.2692)"
0003215707-0001-5,KEVIN WANG,,1741 COLBY AVENUE APT #105,LOS ANGELES,90025-4188,1741 Colby 90025-4188,,,,541600,"Management, scientific, & technical consulting services",11,01/01/2016,,"(34.0419, -118.4505)"
0003215366-0001-0,J NESTOR VINCENT,,1657   GOLDEN GATE AVENUE,LOS ANGELES,90026-1013,1657 GOLDEN GATE 90026,1657   GOLDEN GATE AVENUE,LOS ANGELES,90026-1013,721100,"Traveler accommodation (including hotels, motels, & bed & breakfast inns)",13,10/09/2020,,"(34.0918, -118.2748)"
0003211592-0001-0,ELISSA VELAZQUEZ,QUE VIDA,5625 S SAN PEDRO STREET,LOS ANGELES,90011-5135,5625 SAN PEDRO 90011,5625 S SAN PEDRO STREET,LOS ANGELES,90011-5135,448140,Family clothing stores,9,09/22/2020,,"(33.9908, -118.2704)"
0003215032-0001-6,CHRISTIAN CONTRERAS ARELLANO,OSO'S GRILL,13631 PENN STREET APT #D,WHITTIER,90602-1841,13631 Penn 90602-1841,,,,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,10/07/2020,,"(33.9757, -118.0299)"
0003170101-0001-5,TANIESHA A WHITEHORNE,FRUITSCOSMETICS,16356 DUBESOR STREET,LA PUENTE,91744-1321,16356 DUBESOR 91744-1321,,,,446120,"Cosmetics, beauty supplies, & perfume stores",0,05/28/2019,,"(34.0471, -117.9259)"
0003214121-0001-9,LA COMUNA INC,,4821 BAKMAN AVENUE    #402,NORTH HOLLYWOOD,91601-4589,4821 BAKMAN 91601-4589,,,,512200,Sound recording industries,2,03/12/2020,,"(34.1583, -118.378)"
0003212901-0001-2,LASHERYL HOYD,VITALITY SENIOR COMMUNITY,919 E 73RD STREET,LOS ANGELES,90001-2440,919 73RD 90001,919 E 73RD STREET,LOS ANGELES,90001-2440,812190,Other personal care services (including diet & weight reducing centers),9,09/01/2020,,"(33.9741, -118.2579)"
0000355750-0001-9,GREWALD STORES INC,7-ELEVEN STORE #13834C,8475 SUNLAND BLVD,SUN VALLEY,91352-3437,8475 SUNLAND 91352-3437,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),6,04/22/1981,,"(34.2244, -118.3656)"
0000538185-0001-3,LIFESTYLE LANDSCAPES INC,,592 N EUCLID AVENUE,UPLAND,91786-4734,592 EUCLID 91786-4734,,,,541320,Landscape architecture services,0,09/17/2001,,"(34.1007, -117.6506)"
0002871938-0001-4,AVISKA ATHLETICS INC,AVISKA,8605 SANTA MONICA BLVD #11769,LOS ANGELES,90069-4109,8605 SANTA MONICA 90069-4109,,,,423400,Professional & commercial equipment & supplies,0,10/15/2015,,"(34.0879, -118.3791)"
0002870069-0001-9,BENJAMIN PEREZ & ARNULFO BENJAMIN PEREZ,BEN ROOFING CONTRACTOR,930 W 50TH STREET,LOS ANGELES,90037-2938,930 50TH 90037-2938,,,,235610,"Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)",9,11/30/2015,,"(33.9978, -118.2899)"
0002869002-0001-4,LA PELOTA NO SE MANCHA,,5228 HIGHLAND VIEW AVENUE,LOS ANGELES,90041-1309,5228 HIGHLAND VIEW 90041-1309,,,,711510,"Independent artists, writers, & performers",14,10/05/2015,,"(34.1418, -118.209)"
0003290380-0001-4,DJ BUTLERS LLC,,19326 Caladero,Tarzana,91356-5502,19326 CALADERO 91356,19326 Caladero,Tarzana,91356-5502,485300,Taxi & limousine service,3,04/01/2021,,"(34.1485, 34.1485)"
0000247947-0001-6,ARITAL CORP,,9540   DE SOTO AVENUE,CHATSWORTH,91311-5010,9540 DE SOTO 91311-5010,27422   PACIFIC COAST HIGHWAY,MALIBU,90265-4336,531100,Lessors of real estate (including mini warehouses & self-storage units),12,01/01/1990,,"(34.2443, -118.5877)"
0002922101-0001-7,MILDRED JUDITH LUTIN LOPEZ,JUDY CLEANING SERVICE,154  1/2 W 80TH STREET,LOS ANGELES,90003-2422,154 80TH 90003-2422,,,,561720,Janitorial services,9,07/19/2016,,"(33.9668, -118.2754)"
0002934952-0001-6,ASHTON BLACKWELL,DON'S ELECTRIC AND APPLIANCE,3904   BRADFORD STREET,LA VERNE,91750-3103,3904 BRADFORD 91750-3103,4120   BRADFORD STREET,LA VERNE,91750-3115,235310,Electrical Contractors (1997 NAICS),0,09/27/2016,,"(34.1128, -117.755)"
0002890479-0001-8,"MIX NETWORKS, INC",,740   FLORIDA CENTRAL PARKWAYS    SUITE #2028,LONGWOOD,32750-7653,740 FLORIDA CENTRAL 32750-7653,242   RANGELINE ROAD,LONGWOOD,32750-4035,517000,Telecommunications,0,01/01/2016,,"(28.6915, -81.3534)"
0002853007-0002-5,NABAHOOD COMMUNITY DEVELOPMENT,PICCOLO'S THRIFT STORE,1859 W GAGE AVENUE,LOS ANGELES,90047-1804,1859 GAGE 90047-1804,2436 E 4TH STREET SUITE #324,LONG BEACH,90814-1156,424990,Other miscellaneous nondurable goods,8,09/26/2015,,"(33.9818, -118.3107)"
0002087365-0001-9,FLOYD CROWLEY,,519  1/2 SHORT STREET,INGLEWOOD,90302-1914,519 SHORT 90302-1914,,,,611000,"Educational services (including schools, colleges, & universities)",0,01/01/2002,,"(33.9764, -118.3692)"
0002870968-0001-8,JOSE T RAMIREZ,J&R CONSTRUCTION SERVICES,6763 LUNT STREET,CHINO,91710-7454,6763 LUNT 91710-7454,,,,235420,"Drywall, Plastering, Acoustical, and Insulation Contractors (1997 NAICS)",0,12/03/2015,,"(34.0073, -117.6568)"
0000002347-0001-4,NET US SOLUTION INC,NETSOLUTIONS,3852 BERRYMAN AVENUE,LOS ANGELES,90066-4016,3852 BERRYMAN 90066-4016,,,,516110,Internet publishing & broadcasting,11,01/10/2000,,
0002870375-0001-9,DAVID RUVALCABA,,17031 HORACE STREET,GRANADA HILLS,91344-4922,17031 HORACE 91344-4922,,,,561730,Landscaping services,12,01/01/2014,,"(34.27, -118.5039)"
0003327027-0001-1,ENTELEGENT MEDIA LLC,,4130 Dundee,Los Angeles,90027-1325,4130 DUNDEE 90027,16255 Ventura #800,Encino,91436-2317,,,4,08/05/2022,,"(34.1181, 34.1181)"
0002597496-0001-6,RDB LA GROUP INC.,FIVE STAR TIRES,7318 W SUNSET BLVD,LOS ANGELES,90046-3402,7318 SUNSET 90046-3402,5639 W SUNSET BLVD,HOLLYWOOD,90028-8523,811120,"Automotive body, paint, interior, & glass repair",13,01/01/2012,,"(34.098, -118.3501)"
0003311332-0001-7,CLEAN AND FRESH CLEANING SERVICES,,3400 Cottage #9342,Sacramento,95825-1474,3400 COTTAGE 95825,3400 Cottage #9342,Sacramento,95825-1474,561720,Janitorial services,0,04/01/2022,,"(38.6029, 38.6029)"
0003017447-0001-9,ZULEYMA SANTAMARIA,,1493   SCOTT AVENUE   UNIT #4,LOS ANGELES,90026-2687,1493 SCOTT 90026-2687,840 1/2 Waterloo,Los Angeles,90026-6932,561720,Janitorial services,13,01/03/2015,,"(34.0795, -118.2537)"
0000883893-0001-7,ELOISE JILL CAPODIFERRO,ELOISES CLIP & FLUFF BOUTIQUE,2517 S ROBERTSON BLVD,LOS ANGELES,90034-2023,2517 ROBERTSON 90034-2023,,,,561300,Employment services,5,07/01/1992,,"(34.0388, -118.3886)"
0000808706-0001-5,PATRICIA PAYES,,1962 W 57TH STREET,LOS ANGELES,90062-2503,1962 57TH 90062-2503,,,,561720,Janitorial services,8,01/02/2000,,"(33.9908, -118.313)"
0002941468-0001-1,RENT THE RUNWAY,,6320   TOPANGA CANYON BLVD   #1660,WOODLAND HILLS,91367-2312,6320 TOPANGA CANYON 91367-2312,1427 4TH STREET,SANTA MONICA,90401-2308,448190,Other Clothing Stores,3,10/18/2016,,"(34.1858, -118.6058)"
